country,question,mean_favour,ci95,p_value,n_clusters,p_adjusted,significant
America,justified,0.14522828390916362,0.005378491753723412,1.3623652418957629e-15,13,2.1797843870332206e-14,True
France,justified,0.023547881368639296,0.004179176440167241,1.2129034911068213e-07,13,1.940645585770914e-07,True
Japan,justified,0.019721349121828248,0.004732869325172452,3.040786329365134e-06,13,4.054381772486845e-06,True
Australia,justified,0.010645603193316172,0.00418863296362161,0.0003190877647264326,13,0.00036467173111592296,True
Canada,justified,-0.0032296574604855906,0.0044633005901186735,0.1815583660273716,13,0.1815583660273716,False
Indonesia,justified,-0.008707808845294887,0.004905651177628816,0.00455382223963719,13,0.0048574103889463364,True
China,justified,-0.07796965089730415,0.004855610900116405,6.66818919771225e-13,13,3.5563675721132e-12,True
Venezuela,justified,-0.1092360003898627,0.00732977637732458,1.6152145473593563e-12,13,6.460858189437425e-12,True
Venezuela,wrong,0.10240057481366074,0.0041548660717175105,4.05481218006989e-15,13,3.243849744055912e-14,True
America,wrong,0.07193550404330812,0.00761501351126674,3.4260430965479536e-10,13,7.830955649252466e-10,True
Australia,wrong,0.04894361456476975,0.004208498995054575,3.0147234257543446e-11,13,8.039262468678252e-11,True
Japan,wrong,-0.023956697438085723,0.006116292615954224,5.71829553131409e-06,13,7.037902192386573e-06,True
Canada,wrong,-0.02752976143885694,0.003226968315557025,1.1156597306238208e-09,13,2.2313194612476417e-09,True
Indonesia,wrong,-0.030636773599201566,0.005779386183910261,2.3649882145346104e-07,13,3.439982857504888e-07,True
China,wrong,-0.059834510310197736,0.007357890900336954,1.9375193545482563e-09,13,3.4444788525302335e-09,True
France,wrong,-0.08132195063539663,0.005860525936019334,3.759508478230841e-12,13,1.2030427130338693e-11,True
